DATE,DGS2
2020-02-20,1.39
2020-02-21,1.34
2020-02-24,1.26
2020-02-25,1.20
2020-02-26,1.16
2020-02-27,1.11
2020-02-28,0.86
2020-03-02,0.84
2020-03-03,0.71
2020-03-04,0.67
2020-03-05,0.59
2020-03-06,0.49
2020-03-09,0.38
2020-03-10,0.50
2020-03-11,0.50
2020-03-12,0.50
2020-03-13,0.49
2020-03-16,0.36
2020-03-17,0.47
2020-03-18,0.54
2020-03-19,0.44
2020-03-20,0.37
2020-03-23,0.28
2020-03-24,0.38
2020-03-25,0.34
2020-03-26,0.30
